,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,time_signature,speechiness,track_popularity,track_id,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,acousticness,playlist_subgenre
819,0.192,175.212,0.369,pop,-12.151,0.0954,0.148,3,0.04,85,3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,2022-04-22,8.35e-06,0,4,228013,0.555,soft
821,0.557,85.043,0.358,pop,-7.398,0.0902,0.494,4,0.059,85,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,2016-10-28,0.0,1,10,211467,0.695,soft
823,0.448,95.05,0.599,pop,-6.312,0.106,0.168,3,0.0232,86,0tgVpDi06FyKpA1z0VMD4v,Perfect,2017-03-03,0.0,1,8,263400,0.163,soft
824,0.442,146.277,0.557,pop,-7.224,0.11,0.213,4,0.0243,84,75JFxkI2RXiU7L9VXzMkle,The Scientist,2002-08-27,1.46e-05,1,5,309600,0.731,soft
825,0.552,75.881,0.346,pop,-6.864,0.114,0.0789,4,0.0282,84,6VObnIkLVruX4UVyxWhlqm,Skyfall,2012-10-04,0.0,0,0,286480,0.417,soft
826,0.822,167.997,0.604,pop,-4.833,0.147,0.288,4,0.0438,84,1zB4vmk8tFRmM9UULNzbLB,Thunder,2017-06-23,0.134,1,0,187147,0.00672,soft
827,0.543,68.534,0.359,pop,-7.582,0.118,0.453,4,0.0919,84,1dGr1c8CrMLDpV6mPbImSI,Lover,2019-08-23,1.58e-05,1,7,221307,0.492,soft
828,0.763,120.042,0.695,pop,-3.497,0.0863,0.551,4,0.0396,83,21jGcNKet2qwijlDFuPiPb,Circles,2019-09-06,0.00242,1,0,215280,0.189,soft
829,0.425,102.078,0.357,pop,-7.301,0.322,0.27,3,0.0333,83,4xqrdfXkTW4T0RauPLv3WA,Heather,2020-03-20,0.0,1,5,198040,0.584,soft
830,0.741,153.96,0.601,pop,-5.569,0.415,0.441,4,0.0478,83,6I3mqTwhRpn34SLVafSH7G,Ghost,2021-03-19,2.91e-05,1,2,153190,0.185,soft
831,0.713,120.032,0.742,pop,-5.522,0.059,0.879,4,0.0303,83,4gbVRS8gloEluzf0GzDOFc,Maps,2014-09-02,0.0,0,1,189960,0.0205,soft
832,0.379,107.989,0.614,pop,-10.48,0.0986,0.201,4,0.0476,84,1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,2014-06-21,0.000464,1,4,258987,0.607,soft
833,0.754,149.789,0.752,pop,-6.684,0.0486,0.755,4,0.0615,82,5jsw9uXEGuKyJzs0boZ1bT,Stitches,2015-04-14,0.0,1,1,206880,0.0151,soft
834,0.417,138.178,0.209,pop,-8.74,0.113,0.124,4,0.0338,82,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,2005-06-07,0.00196,1,3,295533,0.164,soft
835,0.603,97.994,0.712,pop,-5.52,0.115,0.67,4,0.0262,82,1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,2023-03-24,0.0,1,8,265493,0.186,soft
836,0.574,111.881,0.459,pop,-4.857,0.0885,0.183,4,0.0577,81,2gMXnyrvIjhVBUZwvLZDMP,Before You Go,2019-11-22,0.0,1,3,215107,0.608,soft
837,0.648,96.888,0.633,pop,-6.645,0.161,0.49,4,0.062,81,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,2022-10-21,2.62e-06,1,4,200690,0.121,soft
838,0.776,77.987,0.585,pop,-5.898,0.3,0.427,4,0.0459,81,5xEM5hIgJ1jjgcEBfpkt2F,Complicated,2002-06-04,7.74e-06,1,5,244507,0.0572,soft
839,0.585,139.631,0.449,pop,-6.761,0.0833,0.212,4,0.0268,81,6nek1Nin9q48AVZcWs9e9D,Paradise,2011-10-24,8.75e-05,1,5,278719,0.0509,soft
840,0.327,91.05,0.775,pop,-7.241,0.0821,0.595,4,0.0557,82,4cktbXiXOapiLBMprHFErI,Memories,2021-06-11,0.0,1,11,189486,0.841,soft
841,0.445,78.998,0.781,pop,-6.061,0.184,0.591,4,0.0295,81,34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,2014-06-21,0.0,1,2,281560,0.474,soft
842,0.638,79.064,0.481,pop,-5.862,0.154,0.497,4,0.0276,80,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),2001-03-27,0.0,1,0,259933,0.153,soft
843,0.845,110.056,0.671,pop,-4.93,0.329,0.775,4,0.048,80,1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,2023-05-25,0.0,0,11,176579,0.0207,soft
844,0.797,139.994,0.704,pop,-5.927,0.0546,0.825,4,0.0475,79,4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,2022-05-13,0.000745,1,0,148486,0.0826,soft
845,0.628,103.998,0.674,pop,-7.079,0.0944,0.552,4,0.03,79,1jF7IL57ayN4Ity3jQqGu0,Try,2012-09-18,0.0,1,2,247907,0.00144,soft
846,0.862,95.051,0.712,pop,-4.612,0.093,0.809,4,0.0378,82,6ECp64rv50XVz93WvxXMGF,This Love,2002-01-01,0.0,0,5,206200,0.0525,soft
847,0.473,119.992,0.765,pop,-5.829,0.391,0.34,4,0.0514,79,5kqIPrATaCc2LqxVWzQGbk,7 Years,2016-04-01,0.0,1,10,237300,0.287,soft
848,0.465,89.087,0.449,pop,-8.964,0.303,0.543,3,0.0791,79,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,2020-03-27,1.02e-06,1,0,198371,0.524,soft
849,0.798,116.032,0.796,pop,-6.312,0.0952,0.942,4,0.0317,79,6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,2021-08-13,4.19e-05,1,1,202735,0.034,soft
850,0.53,108.038,0.63,pop,-7.259,0.177,0.417,3,0.0434,78,2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),2015-01-09,0.0,1,0,225053,0.4,soft
851,0.55,101.19,0.551,pop,-5.339,0.202,0.342,3,0.0286,78,1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,2022-04-22,0.0,1,10,176440,0.777,soft
852,0.663,102.0,0.651,pop,-5.569,0.0994,0.465,4,0.0281,80,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,2002-01-01,0.0,0,0,259453,0.228,soft
853,0.401,111.825,0.677,pop,-8.467,0.116,0.195,4,0.0308,78,0qvzXomUDJVaUboy2wMfiS,This Town,2017-10-20,0.0,1,9,232852,0.712,soft
854,0.699,114.481,0.85,pop,-3.292,0.32,0.915,4,0.0776,78,0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,2023-08-18,0.0,1,0,114234,0.152,soft
855,0.764,169.928,0.591,pop,-5.484,0.103,0.478,4,0.0483,78,5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),2021-07-09,0.0,1,1,141806,0.0383,soft
856,0.45,178.765,0.597,pop,-6.658,0.382,0.537,3,0.0418,78,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),2020-05-08,0.0,1,8,228482,0.223,soft
857,0.82,144.905,0.621,pop,-4.865,0.104,0.452,4,0.0367,78,6SKwQghsR8AISlxhcwyA9R,Marry You,2010-05-11,0.0,1,10,230192,0.332,soft
858,0.174,112.672,0.681,pop,-8.745,0.0983,0.231,4,0.0315,78,2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,2018-03-09,3.35e-05,1,1,260285,0.837,soft
859,0.488,136.07,0.752,pop,-7.05,0.0936,0.533,4,0.0705,78,6FZDfxM3a3UCqtzo5pxSLZ,Without Me,2020-01-17,9.2e-06,1,6,201661,0.293,soft
860,0.738,119.976,0.721,pop,-4.77,0.118,0.637,4,0.0403,77,4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),2021-05-21,4.41e-06,1,7,154983,0.00226,soft
861,0.902,100.012,0.673,pop,-2.392,0.0558,0.536,4,0.0346,77,5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,2014-01-01,0.000227,1,2,194240,0.0591,soft
862,0.788,120.076,0.748,pop,-7.055,0.0863,0.884,4,0.0334,78,2iuZJX9X9P0GKaE93xcPjk,Sugar,2014-09-02,0.0,1,1,235493,0.0591,soft
863,0.657,107.01,0.753,pop,-3.061,0.112,0.437,4,0.0449,76,09IStsImFySgyp0pIQdqAc,The Middle,2018-01-23,0.0,1,7,184732,0.171,soft
864,0.342,102.819,0.516,pop,-8.985,0.21,0.0993,4,0.0425,76,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,2020-01-10,0.0,1,4,206459,0.55,soft
865,0.794,114.066,0.601,pop,-5.844,0.418,0.244,4,0.0671,76,02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),2019-06-21,1.36e-06,0,7,217099,0.00987,soft
866,0.673,203.812,0.492,pop,-5.431,0.137,0.488,4,0.0347,76,59uQI0PADDKeE6UZDTJEe8,Last Night,2023-01-31,0.0,1,6,163855,0.413,soft
867,0.426,84.876,0.674,pop,-9.504,0.132,0.337,4,0.122,76,2dLLR6qlu5UJ5gk0dKz0h3,Royals,2013-09-27,0.0,1,7,190185,0.12,soft
868,0.656,104.036,0.638,pop,-5.886,0.146,0.225,4,0.0357,75,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,2007-01-01,0.0,1,5,262467,0.188,soft
869,0.825,94.931,0.56,pop,-3.862,0.161,0.268,4,0.0379,75,4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,2002-04-30,0.0,1,11,237493,0.323,soft
870,0.792,119.054,0.627,pop,-4.311,0.0845,0.415,4,0.031,75,6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),2021-04-09,3.97e-06,1,2,235767,0.13,soft
871,0.54,116.947,0.759,pop,-6.039,0.0945,0.75,4,0.0287,75,0TK2YIli7K1leLovkQiNik,Señorita,2019-06-21,0.0,0,9,190960,0.037,soft
872,0.683,159.878,0.515,pop,-5.099,0.392,0.572,4,0.0371,74,5JLv62qFIS1DR3zGEcApRt,Wide Awake,2012-03-12,2.64e-06,1,5,220947,0.0749,soft
873,0.444,150.96,0.703,pop,-9.331,0.0973,0.712,4,0.0417,74,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,2008-05-12,0.0,1,11,242947,0.559,soft
874,0.719,112.027,0.558,pop,-5.113,0.115,0.371,4,0.0267,74,5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,2001-01-01,0.0,1,2,208600,0.0367,soft
875,0.495,129.062,0.864,pop,-7.036,0.0992,0.72,4,0.037,74,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,2011-01-01,0.000133,1,0,244973,0.591,soft
876,0.706,92.513,0.482,pop,-5.762,0.105,0.144,4,0.0607,74,4esOae7i4rqTbAu9o5Pxco,Girl on Fire,2012-11-18,0.00106,1,9,224920,0.135,soft
877,0.495,103.375,0.694,pop,-14.222,0.0644,0.799,4,0.0329,74,0DMRKqrpd0QO4RWiEdMib0,You Know I'm No Good,2006-01-01,0.00351,1,9,257187,0.0137,soft
878,0.586,126.684,0.553,pop,-6.319,0.0813,0.443,4,0.0362,74,3EPXxR3ImUwfayaurPi3cm,Be Alright,2018-06-29,0.0,1,11,196373,0.697,soft
879,0.903,74.988,0.52,pop,-5.497,0.254,0.652,4,0.042,74,2f0pn9DkEJwAzXApnFh5cr,Someone To You,2019-10-04,0.0,1,2,219801,0.00517,soft
880,0.331,72.023,0.459,pop,-12.603,0.135,0.271,3,0.0421,73,1Xi84slp6FryDSCbzq4UCD,Arcade,2019-03-07,0.00104,0,9,183624,0.817,soft
881,0.714,175.924,0.564,pop,-4.987,0.155,0.33,4,0.129,73,37f4ITSlgPX81ad2EvmVQr,Fight Song,2016-01-01,0.0,1,7,204013,0.0549,soft
882,0.798,120.012,0.719,pop,-4.582,0.134,0.591,4,0.0361,73,5jzKL4BDMClWqRguW5qZvh,Teenage Dream,2010-01-01,2.34e-06,1,10,227741,0.0162,soft
883,0.588,113.608,0.491,pop,-6.177,0.0906,0.193,4,0.0506,72,0Qh38w01QRXK6KHIv0e3hb,What About Us,2017-10-13,2.01e-06,1,1,269600,0.0281,soft
884,0.71,89.929,0.5,pop,-3.015,0.329,0.419,4,0.0339,72,3LlAyCYU26dvFZBDUIMb7a,Demons,2012-09-04,0.00025,1,3,175200,0.19,soft
885,0.445,50.827,0.286,pop,-8.087,0.114,0.278,4,0.0347,72,727Z2S2mtNH46CbP9EWPwY,If You Love Her,2020-09-30,0.0,1,6,217352,0.355,soft
886,0.415,114.145,0.728,pop,-6.852,0.0616,0.455,4,0.0639,72,7vu0JkJh0ldukEYbTVcqd0,Issues,2017-07-28,0.0,1,8,176320,0.401,soft
887,0.632,147.873,0.494,pop,-6.89,0.0869,0.0797,4,0.0342,72,6Up545NUflOiXo8cEraH49,You Say,2018-09-07,0.0,1,5,274693,0.682,soft
888,0.473,75.801,0.464,pop,-10.086,0.109,0.604,4,0.129,72,2kJwzbxV2ppxnQoYw4GLBZ,If the World Was Ending (feat. Julia Michaels),2019-10-17,0.0,1,1,208687,0.866,soft
889,0.72,79.983,0.508,pop,-5.908,0.0563,0.472,4,0.0628,71,4JehYebiI9JE8sR8MisGVb,Halo,2008-11-17,0.0,0,11,261640,0.272,soft
890,0.638,184.086,0.378,pop,-5.576,0.0849,0.735,4,0.075,71,7a86XRg84qjasly9f6bPSD,We Are Young (feat. Janelle Monáe),2012-02-21,7.66e-05,1,10,250627,0.02,soft
891,0.549,90.04,0.644,pop,-5.415,0.134,0.167,4,0.0285,71,6IwKcFdiRQZOWeYNhUiWIv,No One,2007-11-09,8.85e-06,0,1,253813,0.0209,soft
892,0.725,123.28,0.49,pop,-3.304,0.0983,0.335,4,0.0392,70,30FURVTCpbKyykjSEQzGkH,Back To Black,2006-10-27,2.68e-05,1,10,240440,0.123,soft
893,0.63,89.991,0.654,pop,-4.644,0.111,0.43,4,0.0259,70,2wrJq5XKLnmhRXHIAf9xBa,"10,000 Hours (with Justin Bieber)",2019-10-04,0.0,1,10,167693,0.153,soft
894,0.316,118.582,0.398,pop,-7.031,0.295,0.174,4,0.0368,70,0tV8pOpiNsKqUys0ilUcXz,Rise Up,2015-08-28,0.0,1,1,253342,0.805,soft
895,0.922,130.007,0.666,pop,-4.645,0.0867,0.758,4,0.0352,70,6yARPLK0PV4heEyh7pVMGz,Part Of Me,2012-01-01,0.0,1,5,216160,0.000348,soft
896,0.348,74.541,0.349,pop,-6.142,0.12,0.0886,4,0.0316,69,0HZhYMZOcUzZKSFwPOti6m,jar of hearts,2011-05-10,0.0,1,3,246587,0.726,soft
897,0.787,117.089,0.399,pop,-2.88,0.0685,0.572,5,0.0499,69,2s1sdSqGcKxpPr5lCl7jAV,Chandelier,2015-05-04,6.07e-05,1,1,216120,0.0197,soft
898,0.465,113.81,0.6,pop,-4.951,0.149,0.0682,4,0.0314,69,50Td3qilgs8BLtv8mHyT1t,Control,2020-03-13,1.48e-06,1,4,230880,0.643,soft
900,0.587,186.003,0.679,pop,-7.015,0.137,0.486,4,0.276,87,7MXVkk9YMctZqd1Srtv4MB,Starboy,2016-11-25,6.35e-06,1,7,230453,0.141,throwback
901,0.669,112.238,0.908,pop,-2.827,0.237,0.662,4,0.0738,86,7lQ8MOhq6IN2w8EYcFNSUk,Without Me,2002-05-26,0.0,1,7,290320,0.00286,throwback
904,0.902,84.412,0.573,pop,-7.638,0.0928,0.876,4,0.054,84,2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,1985-06-01,0.00125,0,6,225280,0.018,throwback
905,0.824,100.024,0.778,pop,-5.892,0.405,0.758,4,0.0707,84,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),2005-11-28,0.0,0,10,218093,0.284,throwback
906,0.791,105.018,0.894,pop,-4.699,0.0388,0.583,4,0.112,84,5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),2004-03-23,0.0,1,2,250373,0.0183,throwback
907,0.866,128.038,0.578,pop,-3.804,0.257,0.619,4,0.0619,83,4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,2014-12-02,0.0,1,1,199080,0.00701,throwback
908,0.887,122.509,0.532,pop,-3.757,0.294,0.794,4,0.0335,83,37ZJ0p5Jm13JPevGcx4SkF,Livin' On A Prayer,1986-08-16,0.000206,1,0,249293,0.0778,throwback
909,0.783,124.08,0.532,pop,-5.697,0.161,0.643,4,0.0523,83,0nrRP2bk19rLc0orkWPQk2,Wake Me Up,2013-01-01,0.0012,1,2,247427,0.0038,throwback
910,0.838,143.04,0.774,pop,-3.914,0.242,0.924,4,0.114,83,6I9VzXrHxO9rA9A5euc8Ak,Toxic,2003-11-13,0.025,0,5,198800,0.0249,throwback
911,0.711,125.135,0.692,pop,-7.498,0.12,0.875,4,0.0317,83,1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - 2005 Remaster,1983-01-04,0.0,0,0,216933,0.225,throwback
912,0.837,120.028,0.755,pop,-2.718,0.289,0.714,4,0.142,83,0HPD5WQqrq7wPWR7P7Dw1i,TiK ToK,2010-01-01,0.0,0,2,199693,0.0991,throwback
913,0.76,99.947,0.655,pop,-3.669,0.299,0.409,4,0.045,83,09CtPGIpYB4BrO8qb1RGsF,Sorry,2015-11-13,0.0,0,0,200787,0.0797,throwback
914,0.87,100.804,0.543,pop,-6.514,0.792,0.754,4,0.0428,82,0GjEhVFGZW8afUYGChu3Rr,Dancing Queen,1976-01-01,0.000939,1,9,230400,0.358,throwback
916,0.807,114.742,0.729,pop,-6.492,0.319,0.765,4,0.0936,82,2bLqfJjuC5syrsgDsZfGmn,The Way I Are,2007-01-01,0.75,1,6,179120,0.181,throwback
919,0.861,119.963,0.663,pop,-3.398,0.082,0.654,4,0.109,81,4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),2010-03-30,0.0,0,7,220800,0.0338,throwback
920,0.699,92.96,0.759,pop,-5.745,0.443,0.907,4,0.0307,81,3MjUtNVVq3C8Fn0MP3zhXa,...Baby One More Time,1999-01-12,0.000131,0,0,211067,0.202,throwback
921,0.806,94.948,0.843,pop,-5.946,0.0771,0.613,4,0.269,81,0I3q5fE6wg7LIfHGngUTnV,Ms. Jackson,2000-10-31,0.0,0,4,270507,0.143,throwback
922,0.806,119.001,0.851,pop,-4.618,0.121,0.774,4,0.0787,81,1QV6tiMFM6fSOKOGLMHYYg,Poker Face,2008-01-01,1.72e-06,1,4,237200,0.119,throwback
923,0.802,124.022,0.721,pop,-5.797,0.694,0.724,4,0.0583,82,2bJvI42r8EF3wxjOuDav4r,Time of Our Lives,2014-11-21,0.0,1,1,229360,0.0921,throwback
925,0.824,118.818,0.709,pop,-8.824,0.0888,0.867,4,0.0453,81,2tUBqZG2AbRi7Q0BIrVrEj,I Wanna Dance with Somebody (Who Loves Me),1987-06-02,0.000307,1,1,291293,0.207,throwback
927,0.844,113.324,0.788,pop,-3.131,0.0723,0.382,4,0.0334,80,6ic8OlLUNEATToEFU3xmaH,Gimme More,2007-10-25,0.000678,1,2,251240,0.25,throwback
928,0.803,106.97,0.818,pop,-4.282,0.153,0.632,4,0.0797,80,6b8Be6ljOzmkOmFslEb23P,24K Magic,2016-11-17,0.0,1,1,225983,0.034,throwback
929,0.799,120.372,0.71,pop,-4.897,0.349,0.725,4,0.0328,80,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,1983-10-14,0.000602,1,6,238267,0.22,throwback
931,0.795,89.99,0.646,pop,-3.293,0.267,0.796,4,0.0976,80,0qOnSQQF0yzuPWsXrQ9paz,Stereo Hearts (feat. Adam Levine),2011-11-11,0.0,1,9,210960,0.0319,throwback
932,0.58,120.021,0.782,pop,-6.548,0.108,0.66,4,0.0407,80,20I6sIOMTCkB6w7ryavxtO,Call Me Maybe,2012-01-01,2.28e-06,1,7,193400,0.0114,throwback
933,0.882,102.04,0.742,pop,-2.862,0.206,0.463,4,0.117,80,48QmG1dfvMuYLxMPt7KSRA,No Lie,2018-06-29,0.0,1,7,221176,0.0466,throwback
935,0.583,117.0,0.967,pop,-5.562,0.0519,0.964,4,0.0789,80,0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),2006-09-12,0.0,0,7,242733,0.0584,throwback
936,0.766,127.966,0.744,pop,-6.375,0.509,0.61,4,0.0265,80,4kLLWz7srcuLKA7Et40PQR,I Gotta Feeling,2009-01-01,0.0,1,0,289133,0.0873,throwback
937,0.567,125.02,0.845,pop,-8.118,0.0811,0.793,4,0.0956,79,4B0JvthVoAAuygILe3n4Bs,What Do You Mean?,2015-11-13,0.00142,0,5,205680,0.59,throwback
938,0.669,122.669,0.834,pop,-5.582,0.0535,0.547,4,0.0637,79,0ByMNEPAPpOR5H69DVrTNy,Don't Stop The Music,2008-06-02,7.18e-05,0,6,267080,0.0341,throwback
939,0.864,110.009,0.768,pop,-6.149,0.162,0.891,4,0.0324,79,1Je1IMUlBXcx1Fz0WE7oPT,Wannabe,1996-01-01,0.0,1,11,173027,0.101,throwback
940,0.761,128.046,0.722,pop,-4.46,0.315,0.624,4,0.0475,79,7pYfyrMNPn3wtoCyqcTVoI,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",2010-01-01,0.0,0,11,201493,0.0119,throwback
941,0.834,95.053,0.751,pop,-5.444,0.355,0.894,4,0.0437,79,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,2000-05-16,1.77e-05,0,1,211160,0.3,throwback
942,0.501,144.438,0.5,pop,-8.284,0.26,0.623,4,0.0376,79,0cGG2EouYCEEC3xfa0tDFV,Tainted Love,1981-01-01,0.0,0,0,153800,0.462,throwback
943,0.739,118.99,0.822,pop,-4.541,0.181,0.745,4,0.0311,79,1dzQoRqT5ucxXVaAhTcT0J,Just Dance,2008-01-01,4.28e-05,0,1,241933,0.0264,throwback
945,0.574,125.18,0.613,pop,-7.961,0.38,0.755,5,0.467,78,5D2mYZuzcgjpchVY1pmTPh,Candy Shop,2005-03-03,3.13e-05,1,11,209107,0.0253,throwback
946,0.491,119.528,0.749,pop,-9.655,0.159,0.536,4,0.0403,78,3vkQ5DAB1qQMYO4Mr9zJN6,Gimme! Gimme! Gimme! (A Man After Midnight),1979-01-01,0.00899,1,10,292613,0.02,throwback
947,0.84,129.042,0.612,pop,-3.145,0.116,0.438,4,0.0509,78,2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,2012-09-14,0.0,0,11,212862,0.112,throwback
949,0.714,100.972,0.892,pop,-6.055,0.0521,0.817,4,0.141,78,1AWQoqb9bSvzTjaLralEkT,Rock Your Body,2002-11-04,0.000234,0,4,267267,0.201,throwback
950,0.814,124.921,0.707,pop,-4.509,0.168,0.717,4,0.0577,78,2VOomzT6VavJOGBeySqaMc,Disturbia,2008-06-02,0.0,0,11,238627,0.0861,throwback
951,0.917,132.975,0.652,pop,-6.72,0.0509,0.459,4,0.0548,78,2goLsvvODILDzeeiT4dAoR,Believe,1998-01-01,0.0,1,6,239027,0.0082,throwback
952,0.844,131.459,0.729,pop,-8.824,0.0604,0.777,4,0.0344,78,7HW5WIw7ZgZORCzUxv5gW5,Don't Go Breaking My Heart,1975-10-24,2.87e-06,1,5,275440,0.149,throwback
953,0.563,126.007,0.766,pop,-7.516,0.115,0.964,4,0.0339,78,3E7ZwUMJFqpsDOJzEkBrQ7,Can't Get You out of My Head,2001-10-01,0.683,0,9,230640,0.0263,throwback
954,0.6,125.04,0.951,pop,-4.675,0.0712,0.822,4,0.0685,78,0k2GOhqsrxDTAbFFSdNJjT,Temperature,2005-09-26,0.0,0,0,218573,0.106,throwback
955,0.726,121.981,0.503,pop,-5.456,0.0895,0.529,4,0.167,78,51ODNNDZm21HU7wI7cccRr,Latch,2013-06-03,7.98e-05,1,1,255632,0.0159,throwback
958,0.783,105.39,0.554,pop,-5.852,0.631,0.813,4,0.0457,78,4w3tQBXhn5345eUXDGBWZG,9 to 5,1980-01-01,1.54e-06,1,6,162467,0.416,throwback
960,0.8,160.078,0.647,pop,-5.384,0.334,0.942,4,0.165,78,0cqRj7pUJDkTCEsJkx8snD,Shake It Off,2014-01-01,0.0,1,7,219200,0.0647,throwback
961,0.64,99.017,0.779,pop,-8.415,0.101,0.499,4,0.159,78,4TsmezEQVSZNNPv5RJ65Ov,Pon de Replay,2005-08-29,0.000766,1,7,246960,0.000155,throwback
962,0.808,126.041,0.72,pop,-5.627,0.0634,0.869,4,0.0379,77,49X0LAl6faAusYq02PRAY6,Lady - Hear Me Tonight,2001-01-01,0.0293,1,6,307154,0.00793,throwback
963,0.625,93.764,0.798,pop,-9.689,0.103,0.858,4,0.0548,77,6kWJvPfC4DgUpRsXKNa9z9,All That She Wants,1993-12-24,7.98e-05,1,11,211213,0.00547,throwback
966,0.889,126.04,0.584,pop,-5.941,0.309,0.464,4,0.0343,77,5UqCQaDshqbIk3pkhy4Pjg,Levels - Radio Edit,2011-10-28,0.828,0,1,199907,0.0462,throwback
967,0.654,117.046,0.92,pop,-3.051,0.036,0.847,4,0.0401,77,5ChkMS8OtdzJeqyybCc9R5,Billie Jean,2008-02-08,0.0153,0,11,293827,0.0236,throwback
968,0.758,135.956,0.673,pop,-3.632,0.341,0.542,4,0.158,77,0Hf4aIJpsN4Os2f0y0VqWl,Feel This Moment (feat. Christina Aguilera),2012-01-01,0.0,1,7,229507,0.039,throwback
970,0.77,99.165,0.646,pop,-6.596,0.0715,0.681,4,0.226,77,5IVuqXILoxVWvWEPm82Jxr,Crazy In Love (feat. Jay-Z),2003-06-24,0.0,0,2,236133,0.00249,throwback
972,0.922,146.078,0.641,pop,-4.457,0.0862,0.847,4,0.0786,76,3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),2012-10-09,0.0,1,2,258343,0.0291,throwback
973,0.716,125.006,0.747,pop,-2.457,0.251,0.751,4,0.0751,76,2EBCVPNAG46nbgs6jXPGvv,Starships,2012-01-01,0.0,0,11,210627,0.135,throwback
974,0.646,88.634,0.867,pop,-4.674,0.279,0.67,4,0.288,76,6MdqqkQ8sSC0WB4i8PyRuQ,No Diggity,1996-09-09,0.0,0,1,304600,0.303,throwback
975,0.87,109.901,0.597,pop,-11.97,0.0678,0.944,4,0.0371,76,05wIrZSwuaVWhcv5FfqeH0,Walking On Sunshine,1985-01-01,0.166,1,10,238733,0.0119,throwback
977,0.855,120.05,0.67,pop,-3.035,0.335,0.648,4,0.0499,77,62zFEHfAYl5kdHYOivj4BC,International Love (feat. Chris Brown),2011-06-17,0.0,0,0,227280,0.0124,throwback
978,0.748,137.547,0.749,pop,-7.011,0.469,0.827,4,0.0323,76,2TxCwUlqaOH3TIyJqGgR91,Mamma Mia,1975-01-01,0.000443,1,2,213267,0.295,throwback
979,0.738,117.656,0.731,pop,-8.125,0.214,0.958,4,0.0377,76,3L7RtEcu1Hw3OXrpnthngx,Don't You Want Me,1981-01-01,0.0,0,9,236920,0.184,throwback
980,0.83,113.03,0.666,pop,-5.715,0.191,0.702,4,0.0751,76,6JV2JOEocMgcZxYSZelKcc,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016-05-06,0.0,1,0,236002,0.0123,throwback
981,0.756,131.715,0.802,pop,-10.791,0.0521,0.963,4,0.0349,76,6ztstiyZL6FXzh4aG46ZPD,Boogie Wonderland,1979-06-01,0.00765,0,2,288293,0.0843,throwback
983,0.86,93.989,0.737,pop,-2.652,0.0574,0.656,4,0.0593,76,5w9c2J52mkdntKOmRLeM2m,Con Calma,2019-01-24,1.94e-06,0,8,193227,0.11,throwback
