,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,time_signature,speechiness,track_popularity,track_id,track_name,track_album_release_date,instrumentalness,mode,key,duration_ms,acousticness,playlist_subgenre
377,0.477,119.928,0.796,r&b,-7.161,0.12,0.685,4,0.108,70,7z3N2W7Xz1t2G2sAO8wFVH,Burn,2004-03-23,0.0,1,1,231933,0.314,modern
378,0.681,171.864,0.673,r&b,-5.693,0.235,0.707,4,0.118,77,34ceTg8ChN5HjrqiIYCn9Q,Miss Independent,2008-01-01,0.0,1,1,232000,0.52,modern
379,0.588,94.519,0.686,r&b,-8.343,0.0954,0.617,4,0.0554,75,7GaFYUqP2WdR4KTPk7cXoP,Let Me Love You,2004-03-15,0.0,0,7,249120,0.178,modern
380,0.5,135.03,0.856,r&b,-9.393,0.104,0.886,4,0.18,75,5iwUwADk4uQUvgMF6PlTRl,Upset (feat. Tommy Richman & FELIX!),2023-10-27,0.0,1,11,177900,0.487,modern
381,0.725,146.163,0.61,r&b,-5.131,0.154,0.291,4,0.15,73,6ZRuF2n1CQxyxxAAWsKJOy,Nights Like This (feat. Ty Dolla $ign),2019-02-22,0.0,1,8,201788,0.367,modern
382,0.5,124.037,0.816,r&b,-4.551,0.0733,0.649,4,0.03,69,7J41dYQolQJEtj3UmKLu5r,U Got It Bad,2001-08-07,1.53e-06,1,1,247840,0.0227,modern
383,0.876,130.21,0.412,r&b,-6.008,0.297,0.706,5,0.472,73,5Y77SQxEr1eiofPeUTPHxM,You,2007-01-01,0.0,0,5,273133,0.102,modern
384,0.538,109.97,0.81,r&b,-5.783,0.0951,0.832,4,0.0357,74,6CFPFnS9EcLs2I0nWqtWci,Because Of You,2007-01-01,0.0,0,0,266840,0.53,modern
385,0.394,92.009,0.764,r&b,-8.559,0.117,0.465,4,0.152,75,0oufSLnKQDoBFX5mgkDCgR,Trust,2018-10-19,9.37e-05,1,8,158421,0.231,modern
386,0.552,168.19,0.727,r&b,-8.074,0.198,0.607,4,0.14,77,0ARK753YaiJbpLUk7z5yIM,Dilemma,2002-06-25,0.00016,0,2,289160,0.226,modern
387,0.712,140.012,0.573,r&b,-5.976,0.167,0.346,4,0.0732,74,5j0McHPthKpOXRr3fBq8M0,Love in This Club (feat. Young Jeezy),2008-05-27,0.0,1,0,259720,0.0572,modern
388,0.576,179.063,0.625,r&b,-5.693,0.187,0.235,4,0.175,68,5hJFhO9dvhJoDvUZZ9iWSw,Adorn,2012-01-01,4.07e-05,0,11,193147,0.0543,modern
389,0.366,73.313,0.4,r&b,-9.405,0.126,0.161,3,0.0597,73,6gU9OKjOE7ghfEd55oRO57,The Weekend,2017-06-09,0.0,0,8,272187,0.242,modern
390,0.242,144.211,0.549,r&b,-11.692,0.127,0.286,4,0.038,71,0zWbYGQq5O1KQd0iqzgjP6,Rehab (Winter In Paris),2020-02-07,8.1e-05,1,5,180304,0.809,modern
391,0.721,169.904,0.62,r&b,-5.538,0.563,0.77,4,0.0887,77,4RnvS1tmh1ERhjXX6dxv95,Language,2017-05-12,0.0075,0,4,150361,0.0422,modern
392,0.467,138.007,0.845,r&b,-7.674,0.0694,0.702,4,0.138,68,7wBThXx7BGZHJJ3aN3OPvv,Confessions Part II,2004-03-23,0.0,1,1,211200,0.0586,modern
393,0.635,103.019,0.617,electronic,-6.769,0.164,0.446,4,0.0317,86,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,2017-04-07,1.44e-05,0,11,247160,0.0498,modern
394,0.939,129.024,0.671,electronic,-3.206,0.298,0.53,4,0.161,84,4QNpBfC0zvjKqPJcyqBy9W,Give Me Everything (feat. Nayer),2011-06-17,0.0,1,8,252307,0.191,modern
395,0.715,199.892,0.475,electronic,-5.371,0.135,0.159,4,0.058,83,0lYBSQXN6rCTvUZvg9S0lU,Let Me Love You,2016-08-05,2.67e-05,1,8,205947,0.0863,modern
396,0.823,128.035,0.646,electronic,-4.123,0.322,0.418,4,0.0394,82,7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),2014-10-31,0.0,0,2,227267,0.213,modern
397,0.835,125.983,0.527,electronic,-5.298,0.249,0.654,4,0.0433,82,0ct6r3EGTcMLPtrXHDvVjc,The Nights,2014-01-01,0.0,1,6,176658,0.0166,modern
398,0.751,117.948,0.88,electronic,-4.258,0.106,0.884,4,0.0874,80,2tnVG71enUj33Ic2nFN6kZ,Ride It,2019-07-26,6.43e-05,0,7,157606,0.177,modern
399,0.685,118.02,0.782,electronic,-6.237,0.16,0.603,4,0.0309,80,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader (Felix Jaehn Remix) - Radio Edit,2015-10-16,1.18e-05,1,4,180566,0.166,modern
400,0.524,95.01,0.748,electronic,-5.599,0.111,0.661,4,0.0338,84,7BKLCZ1jbUBVqRi2FVlTVw,Closer,2016-07-29,0.0,1,8,244960,0.414,modern
401,0.627,179.642,0.468,electronic,-5.085,0.11,0.159,4,0.0476,80,698ItKASDavgwZ3WjaWjtz,Faded,2018-12-14,7.97e-06,1,6,212107,0.0281,modern
402,0.856,127.949,0.596,electronic,-3.556,0.141,0.743,4,0.0346,81,6YUTL4dYpB9xZO5qExPf05,Summer,2014-10-31,0.0178,0,4,222533,0.0211,modern
403,0.77,125.905,0.694,electronic,-5.335,0.118,0.163,4,0.149,80,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,2018-06-08,1.1e-05,1,6,184560,0.176,modern
404,0.963,129.992,0.581,electronic,-4.087,0.139,0.788,4,0.0981,82,3cHyrEgdyYRjgJKSOiOtcS,Timber,2012-01-01,0.0,1,11,204160,0.0295,modern
405,0.787,126.062,0.604,electronic,-3.674,0.127,0.301,4,0.103,80,0TDLuuLlV54CkRRUOahJb4,Titanium (feat. Sia),2012-12-07,0.15,0,0,245040,0.0679,modern
406,0.714,101.969,0.664,electronic,-6.645,0.0843,0.71,4,0.111,79,0vbtURX4qv1l7besfwmnD8,I Took A Pill In Ibiza - Seeb Remix,2016-05-06,8.42e-06,0,7,197933,0.0353,modern
407,0.815,123.063,0.636,electronic,-5.098,0.163,0.636,4,0.0581,78,5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),2015-09-25,0.0,0,5,219043,0.0185,modern
408,0.736,127.999,0.579,electronic,-3.863,0.198,0.613,4,0.0527,78,2P4OICZRVAQcYAV2JReRfj,Waiting For Love,2015-10-02,0.0,0,6,230613,0.31,modern
409,0.777,130.003,0.73,electronic,-5.194,0.0691,0.575,4,0.0496,78,3C0nOe05EIt1390bVABLyN,On The Floor,2011-04-29,0.000486,0,3,284867,0.105,modern
410,0.869,159.805,0.533,electronic,-5.093,0.136,0.425,4,0.173,80,1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,2016-02-05,0.00538,1,11,208373,0.156,modern
411,0.857,128.024,0.414,electronic,-4.078,0.343,0.348,4,0.0808,79,07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),2014-10-31,0.00574,0,0,212960,0.0287,modern
412,0.86,127.075,0.608,electronic,-5.324,0.262,0.437,4,0.0554,77,1NpW5kyvO4XrNJ3rnfcNy3,Wild Ones (feat. Sia),2012-06-22,0.0,0,5,232947,0.0991,modern
413,0.811,116.047,0.794,electronic,-8.966,0.101,0.862,4,0.038,77,2Foc5Q5nqNiosCNqttzHof,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],2013-04-19,1.07e-06,0,6,248413,0.0426,modern
414,0.741,123.077,0.646,electronic,-4.973,0.312,0.571,4,0.034,77,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,2017-07-28,0.0,0,5,203000,0.0275,modern
415,0.519,133.99,0.501,electronic,-5.88,0.454,0.168,4,0.0409,77,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,2016-07-29,0.0,0,4,195707,0.109,modern
416,0.717,121.985,0.793,electronic,-4.759,0.226,0.466,4,0.0393,76,1A8j067qyiNwQnZT0bzUpZ,This Girl (Kungs Vs. Cookin' On 3 Burners),2016-11-04,3.6e-05,0,0,195547,0.0927,modern
417,0.685,130.039,0.772,electronic,-6.849,0.131,0.501,4,0.0696,76,2iJuuzV8P9Yz0VSurttIV5,Scream & Shout,2013-01-01,8.96e-05,1,5,283400,0.019,modern
418,0.927,123.962,0.631,electronic,-2.787,0.148,0.465,4,0.0332,77,0azC730Exh71aQlOt9Zj3y,This Is What You Came For,2016-04-29,0.119,0,9,222160,0.199,modern
419,0.593,119.958,0.79,electronic,-9.204,0.065,0.72,4,0.0776,75,2GYHyAoLWpkxLVa4oYTVko,Alors on danse - Radio Edit,2010-01-01,0.00202,0,1,206067,0.0983,modern
420,0.766,127.975,0.735,electronic,-4.485,0.108,0.6,4,0.0383,75,0U10zFw4GlBacOy9VDGfGL,We Found Love,2011-11-19,0.00141,1,1,215227,0.025,modern
421,0.51,119.994,0.829,electronic,-9.334,0.0829,0.45,4,0.0369,75,1HFfMOxCAT4GAwaPfCdmUs,Waves - Robin Schulz Radio Edit,2014-02-07,0.00143,0,5,208133,0.00821,modern
422,0.869,127.966,0.616,electronic,-3.911,0.064,0.473,4,0.0327,76,6ebkx7Q5tTxrCxKq4GYj0Y,Club Can't Handle Me (feat. David Guetta),2010-11-24,0.0,1,0,234560,0.0283,modern
423,0.915,126.094,0.544,electronic,-3.405,0.115,0.51,4,0.0841,76,4J7CKHCF3mdL4diUsmW8lq,Under Control (feat. Hurts),2014-10-31,0.000914,1,8,184280,0.129,modern
424,0.741,119.896,0.72,electronic,-6.529,0.289,0.357,4,0.0287,75,6WkJ2OK163XXS2oARUC9JM,Dancin (feat. Luvli) - Krono Remix,2014-11-07,1.41e-05,0,10,198053,0.101,modern
425,0.697,122.746,0.613,electronic,-8.618,0.332,0.476,4,0.133,74,0DiWol3AO6WpXZgp0goxAV,One More Time,2001-03-12,0.0,1,2,320357,0.0194,modern
426,0.634,113.927,0.704,electronic,-7.374,0.0952,0.411,4,0.0428,74,1I8tHoNBFTuoJAlh4hfVVE,Firestone,2016-05-13,3.17e-05,0,11,271640,0.393,modern
427,0.861,117.965,0.73,electronic,-4.1,0.213,0.704,4,0.0451,74,3P3pw6C19j31Rnzgo3JG7o,Perfect Strangers,2018-11-09,0.0,1,1,196613,0.39,modern
428,0.989,126.002,0.621,electronic,-4.225,0.184,0.0348,4,0.0434,74,2prnn41CblB8B4yWACDljP,Love Tonight (David Guetta Remix Edit),2021-06-11,0.357,0,10,158095,0.015,modern
429,0.805,126.008,0.506,electronic,-4.119,0.0856,0.383,4,0.0469,74,46lFttIf5hnUZMGvjK0Wxo,Runaway (U & I),2015-06-05,0.00193,1,1,227074,0.00711,modern
430,0.695,104.879,0.583,electronic,-5.336,0.0527,0.224,4,0.0423,73,0g5EKLgdKvNlln7TNqBByK,Middle,2016-08-05,0.0,1,9,220573,0.0138,modern
431,0.862,128.036,0.498,electronic,-6.02,0.352,0.469,4,0.0588,73,3aQz0z86zrKjd1mcZlonxE,Infinity 2008 - Klaas Vocal Edit,2008-05-07,0.00918,0,7,192294,0.000313,modern
432,0.857,119.975,0.56,electronic,-4.145,0.381,0.432,4,0.0384,73,3AeicLnm55RqcXGBKYQolM,King,2015-07-10,0.0,0,4,215360,0.0594,modern
433,0.781,128.0,0.509,electronic,-3.48,0.0749,0.176,4,0.072,73,60wwxj6Dd9NJlirf84wr2c,Clarity,2012-01-01,0.0,1,8,271427,0.0398,modern
434,0.73,85.979,0.596,electronic,-4.091,0.325,0.525,4,0.151,73,285HeuLxsngjFn4GGegGNm,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2014-11-10,0.0,1,9,192560,0.24,modern
435,0.568,117.973,0.78,electronic,-6.96,0.0698,0.459,4,0.031,73,3c8iiZGfEammKJuWTErE5x,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2018-02-16,0.000168,0,2,186147,0.668,modern
436,0.463,121.999,0.778,electronic,-7.603,0.0731,0.496,4,0.0389,73,39cmB3ZoTOLwOTq7tMNqKa,Hear Me Now,2016-10-21,0.00289,1,11,194840,0.546,modern
437,0.774,112.05,0.674,electronic,-7.567,0.393,0.33,4,0.0892,73,62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),2019-11-26,0.00188,0,11,176547,0.0686,modern
438,0.81,126.052,0.572,electronic,-5.791,0.13,0.11,4,0.0558,72,6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2013-02-01,6.53e-06,0,1,214912,0.0157,modern
439,0.781,119.977,0.751,electronic,-3.724,0.036,0.814,4,0.0862,72,2CEgGE6aESpnmtfiZwYlbV,Dynamite,2010-01-01,0.0,1,4,202613,0.0039,modern
440,0.586,120.97,0.799,electronic,-6.735,0.193,0.549,4,0.0377,72,61dCUoMCg28qEBzrW6htYM,Rather Be (feat. Jess Glynne),2014-06-02,2.03e-06,1,11,227833,0.162,modern
441,0.72,122.031,0.789,electronic,-5.652,0.129,0.664,4,0.218,72,3H7ihDc1dqLriiWXwsc2po,Breaking Me,2019-12-19,0.0,0,8,166794,0.223,modern
442,0.62,120.031,0.798,electronic,-7.079,0.112,0.235,4,0.232,72,6f3Slt0GbA2bPZlz0aIFXN,The Business,2020-09-16,0.0192,0,8,164000,0.414,modern
443,0.622,102.04,0.69,electronic,-5.025,0.116,0.544,4,0.0622,73,6uBhi9gBXWjanegOb2Phh0,Stay,2017-02-23,0.0,0,5,210091,0.253,modern
444,0.736,130.011,0.75,electronic,-4.168,0.265,0.355,4,0.155,72,7mitXLIMCflkhZiD34uEQI,Party Rock Anthem,2011-01-01,0.0,0,5,262147,0.0202,modern
445,0.802,100.001,0.713,electronic,-7.055,0.309,0.343,4,0.0561,71,3vv9phIu6Y1vX3jcqaGz5Z,Roses,2015-06-16,0.00377,1,4,226739,0.0435,modern
446,0.906,125.916,0.711,electronic,-2.671,0.153,0.824,4,0.0284,71,2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX),2013-08-27,1.64e-05,1,8,157153,0.00952,modern
447,0.921,130.072,0.691,electronic,-1.702,0.331,0.8,4,0.0533,71,5YPMEOJ58kfl56VHxTgwx3,Play Hard (feat. Ne-Yo & Akon),2012-12-07,0.0,0,8,201000,0.173,modern
448,0.795,121.294,0.956,electronic,-5.311,0.0906,0.841,4,0.15,71,1pKYYY0dkg23sQQXi0Q5zN,Around the World,1997-01-17,0.889,1,7,429533,0.00356,modern
449,0.833,129.885,0.551,electronic,-5.217,0.0632,0.145,5,0.03,70,5GjnIpUlLGEIYk052ISOw9,This Is What It Feels Like,2013-05-03,2.77e-06,1,8,204360,0.0391,modern
450,0.817,128.078,0.883,electronic,-5.414,0.11,0.595,4,0.235,70,5MhsZlmKJG6X5kTHkdwC4B,I'm an Albatraoz,2014-08-08,0.00449,1,0,166849,0.601,modern
451,0.748,125.896,0.503,electronic,-4.124,0.343,0.356,4,0.0619,70,3zU9rdflI65tK4dkkNSp77,Heroes (we could be),2015-05-22,0.0,1,5,210013,0.0305,modern
452,0.392,75.066,0.599,electronic,-6.869,0.131,0.26,4,0.0257,70,3W2ZcrRsInZbjWylOi6KhZ,You & Me - Flume Remix,2013-06-03,0.000107,0,10,282813,0.378,modern
453,0.604,159.92,0.561,soul,-4.409,0.104,0.242,3,0.0337,81,6usohdchdzW9oML7VC4Uhk,Lose Control,2023-06-23,1.9e-05,1,9,210689,0.199,classic
454,0.473,152.88,0.591,soul,-8.122,0.108,0.451,4,0.0708,70,3ym8ajVmKm6Fybgov3WBI5,Let Me Go,2023-04-07,0.00334,0,7,216524,0.694,classic
460,0.882,148.038,0.569,gaming,-2.777,0.142,0.201,4,0.06,88,42VsgItocQwOQC3XWZ8JNA,FE!N (feat. Playboi Carti),2023-07-28,0.0,0,3,191701,0.0316,modern
464,0.583,181.489,0.432,gaming,-4.682,0.0933,0.544,4,0.0687,87,51eSHglvG1RJXtL3qI5trr,Slow It Down,2024-04-05,0.0,1,8,161831,0.174,modern
467,0.745,180.098,0.464,gaming,-3.202,0.363,0.262,4,0.161,85,0OA00aPt3BV10qeMIs3meW,Big Dawgs,2024-07-09,0.0,0,4,190667,0.0235,modern
469,0.965,128.04,0.561,gaming,-3.673,0.371,0.304,4,0.0343,85,4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),2022-08-26,7.07e-06,0,7,175238,0.00383,modern
470,0.544,132.052,0.571,gaming,-10.613,0.322,0.216,4,0.0299,85,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,2022-07-20,0.00805,1,6,132631,0.453,modern
471,0.854,140.515,0.477,gaming,-4.715,0.065,0.314,5,0.275,85,7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),2024-08-15,0.0,1,7,179790,0.0858,modern
474,0.946,151.647,0.599,gaming,-4.263,0.0826,0.747,4,0.0447,84,2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,2024-03-19,0.0106,1,11,142515,0.000938,modern
476,0.642,179.974,0.745,gaming,-6.257,0.0658,0.226,4,0.287,84,1lOe9qE0vR9zwWQAOk6CoO,Ransom,2019-08-30,0.0,0,7,131240,0.0204,modern
477,0.829,139.198,0.476,gaming,-3.806,0.167,0.505,4,0.0658,84,2yR2sziCF4WEs3klW1F38d,KEEP UP,2024-07-17,0.00916,0,10,133227,0.0172,modern
479,0.453,139.943,0.915,gaming,-4.589,0.104,0.287,4,0.27,84,4Na2HfNSr58chvfX69fy36,one of wun,2024-05-10,0.000163,0,10,144000,0.0872,modern
480,0.787,119.996,0.704,gaming,-6.751,0.159,0.31,4,0.0462,83,5nPbKG04fhLkIAjcPFaZq7,I Adore You (feat. Daecolm),2024-07-19,0.00538,0,11,214000,0.00926,modern
481,0.618,126.031,0.853,gaming,-10.833,0.0972,0.32,4,0.0923,83,4MSj19TwYBLgDFj3ddEeco,Black Friday (pretty like the sun),2024-07-19,0.89,1,6,145599,0.633,modern
482,0.751,129.994,0.701,gaming,-8.39,0.15,0.22,4,0.0502,83,4q5YezDOIPcoLr8R81x9qy,I Can Do It With a Broken Heart,2024-04-18,0.0,1,0,218005,0.123,modern
483,0.957,126.035,0.804,gaming,-5.452,0.114,0.962,4,0.034,83,19RybK6XDbAVpcdxSbZL1o,Apple,2024-06-07,0.0174,1,0,151740,0.125,modern
484,0.457,146.04,0.592,gaming,-6.081,0.146,0.225,4,0.0603,82,2ZRo7axmMPeSVUvDbGkJah,Hope,2018-03-16,0.000331,0,9,110886,0.661,modern
485,0.792,100.011,0.687,gaming,-2.749,0.167,0.671,4,0.0452,82,7BqHUALzNBTanL6OvsqmC1,Happier,2018-08-17,0.0,1,5,214290,0.191,modern
487,0.522,89.96,0.755,gaming,-4.368,0.0685,0.925,4,0.0575,82,0RiRZpuVRbi7oqRdSMwhQY,Sunflower - Spider-Man: Into the Spider-Verse,2019-09-06,0.0,1,2,157560,0.533,modern
488,0.622,130.001,0.847,gaming,-6.747,0.285,0.22,4,0.0903,82,4rXLjWdF2ZZpXCVTfWcshS,fukumean,2023-06-16,0.0,0,1,125040,0.119,modern
490,0.733,172.09,0.625,gaming,-8.757,0.375,0.244,4,0.0488,81,52eIcoLUM25zbQupAZYoFh,redrum,2024-01-12,0.000983,1,2,270698,0.00598,modern
491,0.642,83.389,0.463,gaming,-4.474,0.0686,0.339,4,0.34,82,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),2022-04-29,0.0,1,1,189893,0.314,modern
492,0.761,129.963,0.634,gaming,-4.752,0.549,0.785,4,0.0472,81,4pkb8SbRGeHAvdb87v9rpf,Miles On It,2024-05-03,0.0,1,5,168454,0.00537,modern
493,0.537,128.009,0.921,gaming,-5.723,0.102,0.711,4,0.0804,81,0JP9xo3adEtGSdUEISiszL,Moonlight,2018-03-16,0.00404,0,9,135090,0.556,modern
494,0.745,165.995,0.808,gaming,-5.26,0.292,0.829,4,0.342,81,7FIWs0pqAYbP91WWM0vlTQ,Godzilla (feat. Juice WRLD),2020-01-17,0.0,0,10,210800,0.145,modern
495,0.741,120.064,0.771,gaming,-7.132,0.111,0.19,4,0.0374,81,5ZUIPLoTLJZrPQh2kFZEUM,Addicted,2024-03-29,0.000163,0,5,152250,0.0245,modern
496,0.727,130.035,0.887,gaming,-4.318,0.213,0.932,4,0.135,82,6EUcP55GlbmsmCzfL2vxtZ,on one tonight,2024-05-10,1.16e-06,0,4,90760,0.381,modern
497,0.95,150.019,0.673,gaming,-5.149,0.398,0.563,4,0.0488,81,09CnYHiZ5jGT1wr1TXJ9Zt,Thank You (Not So Bad),2023-12-01,0.0823,1,11,140000,0.0229,modern
498,0.62,120.042,0.857,gaming,-8.13,0.0934,0.796,4,0.0472,81,4w2GLmK2wnioVnb5CPQeex,360,2024-06-07,0.244,1,0,133805,0.646,modern
499,0.887,127.003,0.936,gaming,-2.76,0.0582,0.889,4,0.0683,81,2HYFX63wP3otVIvopRS99Z,Houdini,2024-05-31,1.88e-06,0,9,227239,0.0292,modern
501,0.586,116.971,0.896,gaming,-6.687,0.79,0.642,4,0.0559,81,0nbXyq5TXYPCO7pr3N8S4I,The Box,2019-12-06,0.0,0,10,196653,0.104,modern
502,0.558,104.983,0.943,gaming,-4.911,0.0937,0.606,4,0.0568,81,4xhsWYTOGcal8zt0J161CU,Lovin On Me,2023-11-10,2.19e-06,1,2,138411,0.0026,modern
503,0.75,155.096,0.732,gaming,-6.366,0.109,0.401,4,0.231,81,7GX5flRQZVHRAGd6B4TmDO,XO Tour Llif3,2017-08-25,0.0,0,11,182707,0.00264,modern
505,0.632,121.031,0.762,gaming,-8.312,0.18,0.282,4,0.085,81,3mfER4ORePHvN35cbZ3dkV,Where Are You Now,2023-11-10,0.000205,0,6,149067,0.51,modern
506,0.512,80.511,0.829,gaming,-5.865,0.12,0.638,4,0.187,80,4XvcHTUfIlWfyJTRG0aqlo,2055,2021-06-02,0.0,0,6,123987,0.492,modern
507,0.716,91.007,0.701,gaming,-3.671,0.324,0.732,4,0.0361,80,4jPy3l0RUwlUI9T5XHBW2m,Mood (feat. iann dior),2021-03-26,0.0,0,7,140533,0.174,modern
508,0.773,129.923,0.681,gaming,-4.706,0.0978,0.504,4,0.0345,80,67smGwuPEtA6GAfeweAVNO,SLAY!,2024-03-15,0.734,1,1,107077,0.0863,modern
511,0.797,122.011,0.702,gaming,-6.635,0.179,0.0356,4,0.0557,79,0xoYZ45fgTfyQYREZPN7Sa,You & Me - Rivo Remix,2023-12-22,0.495,0,10,208525,0.583,modern
512,0.681,139.057,0.918,gaming,-4.705,0.0615,0.706,4,0.201,79,2FDTHlrBguDzQkp7PVj16Q,Sprinter,2023-06-01,0.0,1,1,229133,0.263,modern
513,0.753,127.926,0.671,gaming,-6.045,0.177,0.543,4,0.0298,79,3wo3d0I5H8KjkwGvnz8WbB,Somedays,2024-07-26,1.29e-05,0,4,207168,0.019,modern
514,0.761,146.003,0.62,gaming,-7.282,0.269,0.194,4,0.175,79,19kHhX6f6EfLU7rcO3RqjO,Back On 74,2023-08-11,0.000147,0,10,209483,0.207,modern
515,0.452,90.026,0.904,gaming,-7.272,0.115,0.613,4,0.132,78,6jlG8gBPNAgBgoivw2Ig09,DEVIL IS A LIE,2024-06-14,0.0,1,9,130944,0.174,modern
516,0.512,96.02,0.803,gaming,-6.871,0.0928,0.435,4,0.066,78,57wp7VFnV8X0pSVnYArGeJ,Whatever She Wants,2024-02-13,0.0,0,9,161342,0.128,modern
517,0.643,139.948,0.831,gaming,-5.002,0.084,0.142,4,0.11,78,77DRzu7ERs0TX3roZcre7Q,euphoria,2024-04-30,0.0,1,1,383639,0.046,modern
520,0.83,75.023,0.767,gaming,-8.78,0.0582,0.187,4,0.206,77,3AjSfp5FDvwtMU9XBsbS8j,Push Up - Main Edit,2023-03-31,0.836,1,7,139300,0.209,modern
521,0.523,169.982,0.628,gaming,-8.307,0.219,0.416,4,0.0946,77,5mjYQaktjmjcMKcUIcqz4s,Strangers,2023-09-01,0.00274,0,11,172965,0.701,modern
522,0.934,88.009,0.777,gaming,-0.959,0.275,0.637,4,0.254,77,3HrHhTWonBqF4mDasi8xvC,BACKBONE,2024-08-08,3.86e-05,1,2,166449,0.285,modern
523,0.927,109.952,0.755,gaming,0.254,0.0567,0.702,4,0.0645,77,4VL5XwfATZuAVTW471Wpro,FUNKED UP - SLOWED,2024-01-19,0.925,0,11,115348,0.00288,modern
525,0.64,130.051,0.537,gaming,-10.441,0.157,0.222,4,0.104,77,7vOmSP2647oNUGGEhWd1cr,Montagem Mysterious Game,2023-12-01,0.878,1,1,103495,0.146,modern
526,0.963,130.028,0.817,gaming,-3.318,0.312,0.502,4,0.0353,77,7bxyNLXYaEYaZTxAuQTHlD,TUCA DONKA,2023-07-28,0.767,1,1,75692,0.0683,modern
527,0.556,99.974,0.864,gaming,-7.683,0.112,0.726,4,0.194,77,56y1jOTK0XSvJzVv9vHQBK,Paint The Town Red,2023-09-20,3.85e-06,0,2,230480,0.255,modern
528,0.803,130.028,0.877,gaming,-3.195,0.087,0.795,4,0.0507,77,6njJR3OIp3oA0Kc4aC9Tzf,MONTAGEM - PR FUNK,2023-05-01,0.056,1,9,61673,0.734,modern
529,0.573,140.04,0.911,gaming,-7.43,0.403,0.972,4,0.288,77,3LtpKP5abr2qqjunvjlX5i,Doja,2022-07-21,0.0,1,6,97393,0.38,modern
530,0.629,130.017,0.848,gaming,-6.198,0.049,0.586,4,0.0424,77,0agQ9vIV7NP4dntGKLcCXO,Somebody (2024),2024-02-09,0.18,1,0,153519,0.016,modern
531,0.777,108.005,0.58,gaming,-5.69,0.342,0.589,4,0.0655,76,0LMwmV37RCmBO2so0szAFs,Whatever,2024-01-19,0.0,1,3,178273,0.104,modern
532,0.539,158.105,0.65,gaming,-7.281,0.114,0.253,4,0.0561,76,69phA1R4gmQsBFRQ3INW8C,ONE CALL,2023-11-17,2.67e-05,1,1,121399,0.00617,modern
533,0.672,136.902,0.673,gaming,-8.577,0.193,0.14,4,0.224,76,2YSzYUF3jWqb9YP9VXmpjE,IDGAF (feat. Yeat),2023-10-06,0.000284,1,8,260111,0.0466,modern
534,0.818,125.952,0.687,gaming,-4.221,0.248,0.886,4,0.0778,76,7MIhUdNJtaOnDmC5nBC1fb,Deep Down (feat. Never Dull),2022-06-17,0.0,1,0,165753,0.0112,modern
535,0.687,123.01,0.755,gaming,-6.247,0.125,0.381,4,0.101,76,5PyDJG7SQRgWXefgexqIge,Agora Hills,2023-09-20,0.000177,0,8,265360,0.183,modern
536,0.919,151.221,0.83,gaming,-2.12,0.0757,0.848,4,0.145,76,06PqeO7IInus2yvzsZwZhf,CUTE DEPRESSED,2024-02-02,0.748,0,10,96947,0.503,modern
537,0.738,130.0,0.593,gaming,-2.956,0.292,0.591,4,0.0351,75,2V3hsJU3bTOATih0Fm4aDp,BRODYAGA FUNK,2023-11-17,0.968,0,11,134785,0.269,modern
538,0.81,150.251,0.613,gaming,-6.16,0.137,0.686,4,0.488,75,0EqczV3o6fwksegAavIHpX,LOVELY BASTARDS,2023-08-25,0.899,1,1,116104,0.832,modern
539,0.967,149.036,0.628,gaming,-4.068,0.274,0.399,4,0.0485,75,17NHXI2CJp7KgdcwcDnRx4,Boyz In Paris (with VINAI),2023-07-28,4.67e-05,1,1,151589,0.0398,modern
540,0.897,129.975,0.686,gaming,-7.18,0.153,0.355,4,0.0386,75,0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,2023-02-05,0.103,0,11,163139,0.0103,modern
541,0.793,120.003,0.696,gaming,-5.733,0.18,0.698,4,0.097,75,36gcliMRX1vCpgnrZE3dFZ,10:35,2023-04-21,3.78e-06,1,8,172253,0.0683,modern
